 # EVENT N.           1
           2
           2
   8.5593532532382346E-003  -3.8415421378069732E-003   7.6260244992627296E-003  -2.9616281754657643E-004
   8.5603595112063568E-003   3.8415421378069732E-003  -7.6260244992627296E-003   3.2394330040647762E-004
 # EVENT N.          91
           3
   8.5091059209005497E-003  -2.1526424775226865E-003   8.1528752880174488E-003  -1.0200580551043739E-003
   8.5095139156279621E-003   2.1373349003883210E-003  -8.1433692643514098E-003   1.1260744153668561E-003
   1.0355970417932974E-004   1.5307577134365374E-005  -9.5060236660391179E-006  -1.0198002709377188E-004
 # EVENT N.          92
           3
   8.4728994434508757E-003   3.3423792054955280E-004  -8.3390503541324653E-003   1.3701931043539686E-003
   7.7861658645768540E-003   5.9977862844266717E-005   7.6599254857840143E-003  -1.2981537041452838E-003
   7.8779126730451178E-004  -3.9421578339381949E-004   6.7912486834845155E-004  -6.3232983127039542E-005
 # EVENT N.          93
           3
   8.5489655406908553E-003  -3.4271261083954902E-005  -8.5180884489038985E-003   5.1447685459359038E-004
   8.5468084738465171E-003   3.4277096995095994E-005   8.5180904192458523E-003  -4.7725856667779707E-004
